param_value,rmse_val_mean,rmse_val_std,rmse_train_mean,rmse_train_std,train_time_mean,train_time_std,num_features_used,num_leaves,num_nodes
0.1,0.6923302390179994,0.0,0.48689193501120237,0.0,0.2590048313140869,0.14956224772515203,11.0,5775.0,11350.0
1.0,0.6931189323031987,0.0,0.5082478283790601,0.0,0.41709041595458984,0.024479002994531457,11.0,5772.0,11344.0
5.0,0.6853486826849743,0.0,0.5434898471740425,0.0,0.35081179936726886,0.16407861994939682,11.0,5660.0,11120.0
10.0,0.694120726134431,0.0,0.5627094311027427,0.0,0.18973541259765625,0.024090791784662658,11.0,5600.0,11000.0
