param_value,rmse_val_mean,rmse_val_std,rmse_train_mean,rmse_train_std,train_time_mean,train_time_std,num_features_used,num_leaves,num_nodes,gen_gap
0.0,0.6931189323031987,0.0,0.5082478283790601,0.0,0.15792020161946616,0.01639431001928956,11.0,5772.0,11344.0,-0.18487110392413852
0.01,0.6892690260041464,0.0,0.5025485405768652,0.0,0.15164470672607422,0.023244710794702684,11.0,5809.0,11418.0,-0.18672048542728126
0.1,0.6862587721986251,0.0,0.5079823030629809,0.0,0.14274152119954428,0.0011021971349516766,11.0,5759.0,11318.0,-0.1782764691356442
0.5,0.6858270670382843,0.0,0.5066383003933728,0.0,0.1571840445200602,0.021673851627118407,11.0,5841.0,11482.0,-0.17918876664491157
1.0,0.6849923544937718,0.0,0.5152857451174369,0.0,0.17540295918782553,0.01708609130602837,11.0,5805.0,11410.0,-0.16970660937633497
