grow_policy,rmse_mean,rmse_std,train_time_mean,train_time_std,avg_tree_depth,avg_nodes_per_tree
depthwise,0.45727527410535024,0.0,0.13063740730285645,0.004761572144459932,5.0,55.080000000000005
lossguide,0.45727527410535024,0.0,0.16666690508524576,0.0025164132903751765,5.0,55.080000000000005
