depth,rmse_mean,rmse_std,train_time_mean,train_time_std,n_trees_mean,nodes_per_tree
3,0.7259515922327981,0.0006344827319491699,0.24140191078186035,0.001003448739040113,,15.0
5,0.6967538430438944,0.00110988496389279,0.3790595531463623,0.022027354246951,,63.0
7,0.689592268072296,0.0033299314999971443,0.8747714360555013,0.27652505251640197,,255.0
9,0.6903559007633923,0.0003410309536003456,1.6799476941426594,0.36296609435037797,,1023.0
