reg_alpha,val_auc_mean,val_auc_std,train_auc_mean,train_auc_std,n_features_mean,n_features_std,leaves_mean,leaves_std
0.0,0.8288257683398347,0.007610954713164955,0.9742630598949599,0.0009862408137051757,39.333333333333336,1.5275252316519474,8999.0,339.1695741071124
0.01,0.8275603434171209,0.012029839582865657,0.9749835900344844,0.001488603358677943,39.333333333333336,1.5275252316519474,9235.666666666666,111.1815332388132
0.1,0.827224073643511,0.007563973593157981,0.9775608636665183,0.0010225848407361526,38.666666666666664,1.154700538379251,9584.666666666666,247.64759908655125
0.5,0.8273635760848036,0.009224985541386527,0.9802369068406865,0.001516916261649126,37.333333333333336,2.88675134594813,11155.666666666666,253.7899393855741
1.0,0.8282384802845161,0.008260060444803896,0.9794349261706427,0.0014216145848748624,36.333333333333336,2.516611478423584,12134.666666666666,240.54382830023562
