seed,val_auc,val_f1,train_time_s,tree_avg_depth,tree_avg_nodes
42,0.8411868041024053,0.5648148148148148,18.595810651779175,0.0,1.0
7,0.8618099150068459,0.6191198786039454,19.056474924087524,0.0,1.0
2023,0.8565359477124184,0.5837173579109063,20.5075044631958,0.0,1.0
