grow_policy,val_auc_mean,val_auc_std,train_time_mean,train_time_std,nodes_mean,nodes_std,depth_mean,depth_std
depthwise,0.8288257683398347,0.007610954713164955,14.77804454167684,1.4511222936055235,58.99333333333333,2.261130494047419,6.0,0.0
lossguide,0.8288257683398347,0.007610954713164955,19.93582781155904,1.172258843183159,58.99333333333333,2.261130494047419,6.0,0.0
