bagging_temperature,val_auc_mean,val_auc_std,val_auc_mean_std
0.0,0.8531775556072233,0.0107138823025732,0.8532 ± 0.0107
0.5,0.8531775556072233,0.0107138823025732,0.8532 ± 0.0107
1.0,0.8531775556072233,0.0107138823025732,0.8532 ± 0.0107
2.0,0.8531775556072233,0.0107138823025732,0.8532 ± 0.0107
5.0,0.8531775556072233,0.0107138823025732,0.8532 ± 0.0107
